Base SKU,Shopify Store Product Handle,Title,Description,Cabinet Category,Cabinet Sub-Type,Product Weight (lbs),Price,Cost per item,Image Product Image URL,Cabinet Face Frame Type,Cabinet Doors Ct,Cabinet Drawer Ct,Cabinet False Drawer Ct,Cabinet Line,Cabinet Shelf Ct,Cabinet Trash Bin Ct,10x10 Kitchen Package,Cabinet Back Panel Details,Cabinet Bumper Details,Cabinet Door Details,Cabinet Door Hinge Details,Cabinet Door Hinge Ct,Cabinet Drawer Box Details,Cabinet Drawer Slide Details,Cabinet Face Frame Details,Cabinet Finish Details,Cabinet Interior Details,Cabinet Shelf Details,Cabinet Side Panel Details,Cabinet Assembly Video URL,BLUM Hardware Drawer Slides Upgrade Available,BLUM Hardware Drawer Slides Price,BLUM Cabinet Hinge Upgrade Available,BLUM Cabinet Hinge Upgrade Price,Cabinet Finish,Depth,Height,Width
BB-B21,belmont-blue-base-cabinet-21-34-5-24,Belmont Blue Base Cabinet - 21w 34½h 24d,"Expanded single storage with the Belmont Blue Contemporary Shaker Wide Base Cabinet, 21″W x 34½″H x 24″D. Generous single door provides easy access to larger interior space. Full-width drawer above door maximizes utensil and tool organization. The 21″ width accommodates bigger items while maintaining single-door convenience. Ideal for storing specialty cookware or bulk pantry supplies.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/B21-belmont-shaker-standard-base-cabinet-1-door-1-drawer-21w-dimension-drawing.jpg,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/97bf7d48160240058cc4c69744a7dac6.mp4,,24.00 USD,,8.00 USD,blue,24.0in,34.5in,21.0in
BB-BF0924,belmont-blue-base-cabinet-9-34-5-24,Belmont Blue Base Cabinet - 9w 34½h 24d,"Enhance compact areas with the Belmont Blue Contemporary Shaker Base Cabinet, 9″W x 34½″H x 24″D. Ultra-narrow profile with single door and adjustable shelf tackles challenging spaces between appliances or at run endpoints. The 6″ interior opening accommodates specialty items, cleaning supplies, or baking essentials. Remarkable storage density in minimal footprint proves every inch counts. Transform forgotten gaps into purposeful kitchen storage.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/BF0924-belmont-shaker-full-height-base-cabinet-1-door-9w-dimension-drawing.jpg,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/e273f93cdc9b492e8969af2cdd8cc37e.mp4,,,,8.00 USD,blue,24.0in,34.5in,9.0in
BB-DBS24,belmont-blue-bench-seat-base-24-16-875-24,Belmont Blue Bench Seat Base - 24w 16⅞h 24d,"Build functional breakfast nook benches with the Belmont Blue Contemporary Shaker 24″ bench seat drawer cabinet. Measuring 24″W x 16⅞″H x 24″D, this innovative design combines hidden storage drawer functionality with cozy seating. An elegant solution for kitchens seeking both style and practicality.",Base Cabinet,Storage Benches,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DBS24-belmont-shaker-bench-seat-base-cabinet-1-drawer-24w-dimension-drawing.jpg,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,24.00 USD,,,blue,24.0in,16.875in,24.0in
BB-DBS30,belmont-blue-bench-seat-base-30-16-875-24,Belmont Blue Bench Seat Base - 30w 16⅞h 24d,"Maximize your home's potential with the Belmont Blue Contemporary Shaker 30″ bench seat drawer cabinet. Featuring dimensions of 30″W x 16⅞″H x 24″D, this specialized base cabinet serves as both a comfortable seating foundation and a high-capacity storage solution. It is an ideal pick for creating bespoke breakfast nooks or mudroom benches that prioritize both aesthetics and efficiency.",Base Cabinet,Storage Benches,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DBS30-belmont-shaker-bench-seat-base-cabinet-1-drawer-30w-dimension-drawing.jpg,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,24.00 USD,,,blue,24.0in,16.875in,30.0in
BB-DBS36,belmont-blue-bench-seat-base-36-16-875-24,Belmont Blue Bench Seat Base - 36w 16⅞h 24d,"Enhance your home’s utility and style using the 36″ Belmont Blue bench seat drawer base, designed for both comfortable seating and deep storage. At 36″W x 16⅞″H x 24″D, this wide Shaker-style cabinet is perfect for mudrooms or breakfast nooks needing extra space for bulky items. A smart, multi-purpose addition that brings a bold blue finish and practical organization to any room.",Base Cabinet,Storage Benches,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/DBS36-belmont-shaker-bench-seat-base-cabinet-1-drawer-36w-dimension-drawing.jpg,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,,,,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/f8399fc5b37545c1abe3a333f2aaa5f0.mp4,,24.00 USD,,,blue,24.0in,16.875in,36.0in
BB-BBC39/42,belmont-blue-blind-corner-base-33-34-5-24,Belmont Blue Blind Corner Base - 33w 34½h 24d,"Master corner challenges with the Belmont Blue Contemporary Shaker Blind Corner Base, 33″W x 34½″H x 24″D. Engineered for 39″-42″ corner installations where standard corners won't fit, featuring accessible door and false drawer that maintains design flow. Interior extends into blind corner area, reclaiming typically lost space for storage. Requires adjacent wall filler for proper installation and door clearance. Specialized solution transforming problematic corners into functional storage.",Base Cabinet,Corner Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/BBC39-42-belmont-shaker-blind-corner-base-cabinet-1-door-1-drawer-33w-dimension-drawing.jpg,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/fec78f0b633e42cfb02acc253f8a9383.mp4,,24.00 USD,,8.00 USD,blue,24.0in,34.5in,33.0in
BB-WBC2430,belmont-blue-blind-corner-wall-24-30-12,Belmont Blue Blind Corner Wall - 24w 30h 12d,"Navigate corners intelligently with the Belmont Blue Contemporary Shaker Blind Corner Wall Cabinet, 24″W x 30″H x 12″D. Single door design for corner installations where adjacent cabinets limit access. Two adjustable shelves provide organized storage despite corner location. Requires 3″ filler for proper door clearance from adjacent cabinets. Practical solution for challenging corner configurations.",Wall Cabinet,Corner Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/WBC2430_398a2790-661a-4cbb-9b9d-1b6ef2743950.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/d30f93dacbdd4035bf628a2dc0a16953.mp4,,,,8.00 USD,blue,12.0in,30.0in,24.0in
BB-WBC2436,belmont-blue-blind-corner-wall-24-36-12,Belmont Blue Blind Corner Wall - 24w 36h 12d,"Extended corner storage with the Belmont Blue Contemporary Shaker Blind Corner Wall Cabinet, 24″W x 36″H x 12″D. Taller design provides increased corner capacity with single door access. Two adjustable shelves organize contents despite corner challenges. Enhanced solution for corner configurations requiring additional vertical space.",Wall Cabinet,Corner Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/WBC2436_731d4aa7-0bf5-4f19-8c73-0fa55d6f9708.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/d30f93dacbdd4035bf628a2dc0a16953.mp4,,,,12.00 USD,blue,12.0in,36.0in,24.0in
BB-WBC2442,belmont-blue-blind-corner-wall-24-42-12,Belmont Blue Blind Corner Wall - 24w 42h 12d,"Tall corner cabinet with the Belmont Blue Contemporary Shaker Blind Corner Wall Cabinet, 24″W x 42″H x 12″D. Extra-tall design with three shelves creates extensive corner storage. Single door access accommodates corner location constraints. Premium corner solution for kitchens with higher ceilings.",Wall Cabinet,Corner Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/WBC2442_a426a2ef-93bc-46e0-a3be-a045dbc6d99b.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/d30f93dacbdd4035bf628a2dc0a16953.mp4,,,,12.00 USD,blue,12.0in,42.0in,24.0in
BB-W3012,belmont-blue-bridge-cabinet-30-12-12,Belmont Blue Bridge Cabinet - 30w 12h 12d,"Bridge the gap beautifully with the Belmont Blue Contemporary Shaker Low Bridge Cabinet, 30″W x 12″H x 12″D. Compact 12″ height perfect for above refridgerator, window, or soffit applications. Double doors provide wide access while maintaining proper clearance from cooking surfaces. Essential for maintaining cabinet continuity in challenging spaces. Specialty solution that ensures no wall space goes unutilized.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W3012_dc31d790-ee01-49a3-93af-0f65bb75ac6b.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,16.00 USD,blue,12.0in,12.0in,30.0in
BB-W3312,belmont-blue-bridge-cabinet-33-12-12,Belmont Blue Bridge Cabinet - 33w 12h 12d,"Low-profile wide cabinet with the Belmont Blue Contemporary Shaker Wall Cabinet, 33″W x 12″H x 12″D. Ultra-low design perfect for soffit or minimal clearance applications. Single door provides wide access to shallow storage space. Essential for filling gaps where standard heights won't fit.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W3312_f55d3e9a-6ba5-4de7-b539-50e69d710c64.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,16.00 USD,blue,12.0in,12.0in,33.0in
BB-W3612,belmont-blue-bridge-cabinet-36-12-12,Belmont Blue Bridge Cabinet - 36w 12h 12d,"Ultra-low wide cabinet with the Belmont Blue Contemporary Shaker Wall Cabinet, 36″W x 12″H x 12″D. Widest low-profile design for specialized applications. Single door provides extensive horizontal access. Perfect for soffit installations or minimal clearance situations.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W3612_72f9c035-aaa9-420e-98ce-22e88026964e.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,16.00 USD,blue,12.0in,12.0in,36.0in
BB-W331227,belmont-blue-deep-bridge-cabinet-33-12-27,Belmont Blue Deep Bridge Cabinet - 33w 12h 27d,"Ultra-deep low cabinet with the Belmont Blue Contemporary Shaker Deep Wall Cabinet, 33″W x 12″H x 27″D. Professional depth with minimal height for specialized storage needs. The 27″ depth handles oversized items while maintaining low profile. Ideal for commercial-grade appliance integration.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W331227_022d4743-92f7-4ec7-9e00-4d6fdbd3c997.png,Full Overlay,,,,Belmont,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,16.00 USD,blue,27.0in,12.0in,33.0in
